episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
175,490.0,449,105365,0.25,0.09070552725045543,300.5433228749898,True,False
176,390.0,398,105763,0.25,0.10617865065131525,302.51269362498715,True,False
177,390.0,489,106252,0.25,0.09570736806021958,303.928180582996,True,False
178,880.0,576,106828,0.25,0.0849779756131789,305.5795874579926,True,False
179,340.0,509,107337,0.25,0.11882085567266923,307.0382750409917,True,False
180,510.0,556,107893,0.25,0.10644200066332336,308.65701266599353,True,False
181,420.0,504,108397,0.25,0.1160278944594283,310.10190583299845,True,False
182,350.0,440,108837,0.25,0.11975734344768253,311.3657001249958,True,False
183,1610.0,863,109700,0.25,0.12152499482639272,313.80369658299605,True,False
184,990.0,680,110380,0.25,0.10903771614984555,315.74975674999587,True,False
185,410.0,488,110868,0.25,0.11400941057039089,317.19042012499995,True,False
186,330.0,442,111310,0.25,0.10951830722730269,318.4567095829989,True,False
187,1200.0,791,112101,0.25,0.09646825105742071,320.6970841250004,True,False
188,390.0,522,112623,0.25,0.10330947398996124,322.1850038749981,True,False
189,680.0,525,113148,0.25,0.08997647738733301,323.69028049999906,True,False
190,800.0,823,113971,0.25,0.10787107621932902,326.0253124999872,True,False
191,670.0,654,114625,0.25,0.09567924628670259,327.88569437499973,True,False
192,560.0,605,115230,0.25,0.10397232759941295,329.61142799998925,True,False
193,1840.0,1038,116268,0.25,0.09846783919761387,332.5435621659999,True,False
194,500.0,510,116778,0.25,0.10999708196632271,334.0106234999985,True,False
195,640.0,529,117307,0.25,0.07891123372158318,335.5415150409972,True,False
196,270.0,387,117694,0.25,0.09709126577165324,336.6807800409879,True,False
197,300.0,414,118108,0.25,0.10499296018567222,337.8799167499965,True,False
198,410.0,548,118656,0.25,0.11035867004118262,339.44921670798794,True,False
199,890.0,825,119481,0.25,0.10449277724419694,341.77400116599165,True,False
200,680.0,654,120135,0.25,0.08895202514149843,343.6492212079902,True,False
201,370.0,503,120638,0.25,0.1213517701105466,346.01399812499585,True,False
202,570.0,598,121236,0.25,0.12165805070971449,347.83280666598876,True,False
203,430.0,466,121702,0.25,0.1079441168634542,349.4145027909981,True,False
204,780.0,821,122523,0.25,0.11094255980740234,351.7818486249889,True,False
205,1910.0,966,123489,0.25,0.09963686176583417,354.5473323749902,True,False
206,580.0,474,123963,0.25,0.10370116811877085,355.9341473749955,True,False
207,980.0,680,124643,0.25,0.1007552684229963,357.9109151659941,True,False
208,410.0,399,125042,0.25,0.09863342594355345,359.29488733298786,True,False
209,650.0,519,125561,0.25,0.11697123252715055,360.91441358299926,True,False
210,1040.0,673,126234,0.25,0.10117244269765381,362.8543860409991,True,False
211,420.0,492,126726,0.25,0.10655494600655586,364.2814198749984,True,False
212,440.0,491,127217,0.25,0.1101151606961479,365.71504145799554,True,False
213,1210.0,880,128097,0.25,0.10432672485793856,368.3306234999909,True,False
214,590.0,680,128777,0.25,0.11139090742696733,370.3112892909994,True,False
215,730.0,589,129366,0.25,0.09920289470706464,372.13951187499333,True,False
216,260.0,328,129694,0.25,0.09588788279400366,373.12139220799145,True,False
217,860.0,617,130311,0.25,0.09162993437622662,374.9693661659985,True,False
218,630.0,582,130893,0.25,0.10183895110114388,376.6989664159919,True,False
219,660.0,652,131545,0.25,0.11038071847309364,378.636418582988,True,False
220,860.0,701,132246,0.25,0.11049319138484341,380.7585922500002,True,False
221,1370.0,702,132948,0.25,0.11373638215644116,382.81009908299893,True,False
222,610.0,513,133461,0.25,0.08222134233801626,384.3265734999877,True,False
223,930.0,694,134155,0.25,0.09509768382231625,386.3834993329947,True,False
224,510.0,468,134623,0.25,0.10889801650475232,387.7760448749905,True,False
225,330.0,478,135101,0.25,0.09170943813708922,389.2112757499999,True,False
226,730.0,643,135744,0.25,0.1102529075112402,392.0222872079903,True,False
227,430.0,476,136220,0.25,0.10363949160678547,393.43625787498604,True,False
228,1120.0,753,136973,0.25,0.1074193573477579,395.6551237079984,True,False
229,960.0,696,137669,0.25,0.11640514642663899,397.6991360409884,True,False
230,850.0,664,138333,0.25,0.11408816885023591,399.6592658749869,True,False
231,380.0,577,138910,0.25,0.10056112760341623,401.3575098329893,True,False
232,590.0,659,139569,0.25,0.10262332023544744,403.3203804579971,True,False
233,610.0,641,140210,0.25,0.10253207414643839,405.24188508299994,True,False
234,370.0,412,140622,0.25,0.1447938504330452,406.4596812499949,True,False
235,630.0,517,141139,0.25,0.10734933424134586,407.9757969159982,True,False
236,1030.0,655,141794,0.25,0.10295236327049391,409.9138439579983,True,False
237,410.0,457,142251,0.25,0.12202817708123148,411.2738220829924,True,False
238,670.0,557,142808,0.25,0.12869383771238582,412.9311491249973,True,False
239,440.0,397,143205,0.25,0.11460992799262808,414.16238804098975,True,False
240,1240.0,827,144032,0.25,0.12250487787136133,416.7591032079945,True,False
241,500.0,624,144656,0.25,0.13272500109787172,418.5682301659981,True,False
242,850.0,654,145310,0.25,0.14793289616201188,420.55532720799965,True,False
243,490.0,498,145808,0.25,0.104946682728827,422.0673484579893,True,False
244,970.0,720,146528,0.25,0.11120809503417048,424.2088234999974,True,False
245,1160.0,713,147241,0.25,0.12066111289843749,426.3206607079919,True,False
246,230.0,337,147578,0.25,0.1304777854543534,427.3382217909966,True,False
247,430.0,451,148029,0.25,0.11147287473148476,428.7113234999997,True,False
248,950.0,776,148805,0.25,0.1156012570754308,432.32373745799123,True,False
249,330.0,406,149211,0.25,0.11792009063802733,433.9482220829959,True,False
250,860.0,829,150040,0.25,0.12156156899156766,437.1047971659864,True,False
251,190.0,322,150362,0.25,0.1018516985932365,439.81994570799,True,False
252,1080.0,850,151212,0.25,0.13009108097550454,442.25207470799796,True,False
253,890.0,655,151867,0.25,0.1366793904796334,444.13108295798884,True,False
254,550.0,592,152459,0.25,0.13820197599361073,445.8841958749981,True,False
255,1130.0,1076,153535,0.25,0.1180868377964459,449.00541520799743,True,False
256,400.0,403,153938,0.25,0.12200910264238862,450.20093491599255,True,False
257,910.0,957,154895,0.25,0.11656555164776836,453.0149152909871,True,False
258,1120.0,893,155788,0.25,0.1087154197406822,455.5986808329908,True,False
259,830.0,694,156482,0.25,0.11794552752328229,457.6156552909961,True,False
260,690.0,737,157219,0.25,0.12110974854263275,459.7758474999864,True,False
261,560.0,576,157795,0.25,0.11152471563157935,461.483730707987,True,False
262,890.0,791,158586,0.25,0.13105214508532576,463.8141052909923,True,False
263,830.0,752,159338,0.25,0.11178027952406952,466.04865899999277,True,False
264,410.0,470,159808,0.25,0.11906078969270496,467.45027479098644,True,False
265,330.0,429,160237,0.25,0.1266947778585915,468.7155515829945,True,False
266,650.0,578,160815,0.25,0.12374977389764455,470.4244639999961,True,False
267,390.0,528,161343,0.25,0.11138884398634687,471.98268308299885,True,False
268,490.0,526,161869,0.25,0.14602763702472052,473.53457524999976,True,False
269,2240.0,771,162640,0.25,0.10833719606303797,475.78967720799847,True,False
