episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
1,130.0,385,385,1.0,nan,0.1546369580028113,True,False
2,490.0,722,1107,0.1,0.023762568107081786,0.7225072919973172,True,False
3,1160.0,552,1659,0.1,0.02742135925939732,2.2556786249988363,True,False
4,680.0,600,2259,0.1,0.03168011718895286,3.905126500001643,True,False
5,330.0,461,2720,0.1,0.032801366225487134,5.19849916700332,True,False
6,680.0,514,3234,0.1,0.03226419429302041,6.628408832999412,True,False
7,570.0,540,3774,0.1,0.037754892558721755,8.128922417003196,True,False
8,1050.0,647,4421,0.1,0.03614237004198295,9.907365749997552,True,False
9,1200.0,743,5164,0.1,0.04028898780234158,12.067584500000521,True,False
10,370.0,534,5698,0.1,0.03622716987817163,13.562107917001413,True,False
11,500.0,555,6253,0.1,0.03741421879239032,15.104229374999704,True,False
12,860.0,645,6898,0.1,0.03609515840378561,16.895098291999602,True,False
13,660.0,716,7614,0.1,0.03855916272130842,18.86710070799745,True,False
14,550.0,544,8158,0.1,0.03626359250868999,20.377331083000172,True,False
15,580.0,576,8734,0.1,0.03747646469208929,21.980185749998782,True,False
16,490.0,499,9233,0.1,0.038261603387072685,23.36464595799771,True,False
17,440.0,478,9711,0.1,0.04171952356373062,24.700319875002606,True,False
18,910.0,720,10431,0.1,0.03896401541359309,26.706372000000556,True,False
19,390.0,383,10814,0.1,0.04013706837577047,27.794341332999466,True,False
20,320.0,415,11229,0.1,0.0418097850387522,28.95343866699841,True,False
21,570.0,537,11766,0.1,0.04097773371014132,30.46894133299793,True,False
22,880.0,677,12443,0.1,0.04198533966972013,32.380990999998176,True,False
23,1070.0,729,13172,0.1,0.04416194597839332,34.43066854200151,True,False
24,640.0,630,13802,0.1,0.03973636238473901,36.204653916996904,True,False
25,640.0,552,14354,0.1,0.045373492518210434,37.78605383299873,True,False
26,480.0,485,14839,0.1,0.044878513910153434,39.86257474999729,True,False
27,1070.0,596,15435,0.1,0.04937610077365433,41.5282274170022,True,False
28,420.0,494,15929,0.1,0.04751665212754761,42.92006695800228,True,False
29,380.0,414,16343,0.1,0.04760096233012607,44.091893875003734,True,False
30,300.0,361,16704,0.1,0.04824176790182489,45.13319745800254,True,False
31,1570.0,740,17444,0.1,0.04792530493861115,47.39247529199929,True,False
32,870.0,739,18183,0.1,0.04554420428694752,49.49359233299765,True,False
33,410.0,396,18579,0.1,0.04563469982075721,50.62291025000013,True,False
34,2450.0,903,19482,0.1,0.047201242079480295,53.1763630830028,True,False
35,2730.0,1158,20640,0.1,0.05304470432456583,56.43052083299699,True,False
36,830.0,587,21227,0.1,0.0507103460585724,58.08282775000407,True,False
37,310.0,426,21653,0.1,0.054851028724425585,59.29939841700252,True,False
38,360.0,362,22015,0.1,0.054661616610570084,60.34071845799917,True,False
39,660.0,736,22751,0.1,0.05042037380980733,62.419182999998156,True,False
40,420.0,449,23200,0.1,0.05135062613021747,63.71609383299801,True,False
41,210.0,402,23602,0.1,0.05186087269335985,64.94544354199752,True,False
42,1030.0,1082,24684,0.1,0.053803278583469644,68.10650633300247,True,False
43,590.0,562,25246,0.1,0.053710509803412215,69.73788987500302,True,False
44,2790.0,1002,26248,0.1,0.050004671724787744,72.63725429199985,True,False
45,950.0,713,26961,0.1,0.05445564986635627,74.6702884999977,True,False
46,970.0,686,27647,0.1,0.04958369785494972,76.63994875000208,True,False
47,570.0,579,28226,0.1,0.05898661837624065,78.31513533300313,True,False
48,820.0,765,28991,0.1,0.05415312551371558,80.49467591699795,True,False
49,900.0,682,29673,0.1,0.06367842868863664,82.44992333299888,True,False
50,480.0,555,30228,0.1,0.05707093371118573,84.04296420799801,True,False
51,790.0,677,30905,0.1,0.0680472630698829,86.94918787499773,True,False
52,520.0,494,31399,0.1,0.06087247579835537,88.359776917001,True,False
53,1040.0,1050,32449,0.1,0.05966368743250352,91.38176366699918,True,False
54,430.0,391,32840,0.1,0.06163949928987695,92.52723858300305,True,False
55,420.0,440,33280,0.1,0.0692970385520973,93.81556958299916,True,False
56,690.0,664,33944,0.1,0.06712131278522043,95.71479095800169,True,False
57,690.0,637,34581,0.1,0.06640629040417056,97.58146866699826,True,False
58,1330.0,801,35382,0.1,0.05793539559934288,99.9140436250018,True,False
59,830.0,682,36064,0.1,0.06403377899431695,101.90117662500415,True,False
60,710.0,683,36747,0.1,0.06668401331750347,103.8691808750009,True,False
61,590.0,583,37330,0.1,0.060707290985379116,105.56442824999976,True,False
62,620.0,628,37958,0.1,0.06377947036841303,107.39186429200345,True,False
63,1110.0,876,38834,0.1,0.06488739596212019,110.00882037499832,True,False
64,560.0,593,39427,0.1,0.06151137428635077,111.76114666699868,True,False
65,650.0,635,40062,0.1,0.06412106785196928,113.6272554169991,True,False
66,480.0,526,40588,0.1,0.0684441175121306,115.16881083299813,True,False
67,520.0,512,41100,0.1,0.060848197594168596,116.67579208299867,True,False
68,530.0,416,41516,0.1,0.07132409126139604,117.90295616700314,True,False
69,700.0,835,42351,0.1,0.05871688347094907,120.38048229199921,True,False
70,420.0,437,42788,0.1,0.07225767561996525,121.68770783299988,True,False
71,1480.0,849,43637,0.1,0.0637151488599385,124.16914304200327,True,False
72,760.0,701,44338,0.1,0.06915656555444002,126.24704704200121,True,False
73,1640.0,1192,45530,0.1,0.06531317245165173,129.74706295799842,True,False
74,890.0,713,46243,0.1,0.07301152844421482,131.83263287499722,True,False
75,370.0,382,46625,0.1,0.07248860905140948,132.97008645800088,True,False
76,1340.0,667,47292,0.1,0.06943335775341727,135.78929100000096,True,False
77,940.0,785,48077,0.1,0.06676291790790856,138.09707541699754,True,False
78,520.0,665,48742,0.1,0.06440602760784418,140.0718287080017,True,False
79,970.0,705,49447,0.1,0.07169294785126112,142.16737049999938,True,False
80,1390.0,746,50193,0.1,0.06981183229920698,144.38694424999994,True,False
81,1310.0,1024,51217,0.1,0.06885857403176487,147.3973709999991,True,False
82,760.0,559,51776,0.1,0.06590195705981126,149.05519983299746,True,False
83,460.0,472,52248,0.1,0.062406307638828026,150.46246220800094,True,False
84,750.0,719,52967,0.1,0.07314962315159804,152.59586404199945,True,False
85,490.0,398,53365,0.1,0.07965566836297512,153.79868608299876,True,False
86,430.0,479,53844,0.1,0.06768583078713467,155.22446645799937,True,False
87,530.0,524,54368,0.1,0.06809309459796162,156.82990337500087,True,False
88,610.0,511,54879,0.1,0.07528682840680044,158.35782912500144,True,False
89,850.0,617,55496,0.1,0.07345841776339278,160.21132887499698,True,False
90,990.0,631,56127,0.1,0.07373054545064262,162.1648810830011,True,False
91,310.0,498,56625,0.1,0.08032615102827549,163.7418497079998,True,False
92,1010.0,819,57444,0.1,0.06940698111202659,166.1911830829995,True,False
93,710.0,650,58094,0.1,0.0724918819837456,168.12472983299813,True,False
94,660.0,525,58619,0.1,0.07810531813964133,169.80751391700323,True,False
95,530.0,486,59105,0.1,0.07456529544299988,171.2879812079991,True,False
96,450.0,487,59592,0.1,0.07736269795320562,172.749417250001,True,False
97,800.0,629,60221,0.1,0.07832310110283126,174.77471366700047,True,False
98,430.0,382,60603,0.1,0.08018344462310013,175.9231244170005,True,False
99,450.0,469,61072,0.1,0.07733695554720649,177.3268745000023,True,False
100,240.0,375,61447,0.1,0.0873634086781612,178.44515937499818,True,False
101,410.0,553,62000,0.1,0.07565032327614671,181.04296199999953,True,False
102,430.0,501,62501,0.1,0.09718441882729531,182.5271388330002,True,False
103,580.0,656,63157,0.1,0.07672034367555525,184.4520207079986,True,False
104,380.0,598,63755,0.1,0.08108067551265227,186.2163417499978,True,False
105,1320.0,756,64511,0.1,0.08557411534071126,188.43073662499955,True,False
106,500.0,429,64940,0.1,0.07854675971557973,189.71179600000323,True,False
107,250.0,383,65323,0.1,0.07375219169219857,190.854436833004,True,False
108,860.0,746,66069,0.1,0.07550995217207919,193.05375304199697,True,False
109,380.0,525,66594,0.1,0.08132690496970224,194.59107670799858,True,False
110,230.0,346,66940,0.1,0.09306481966598966,195.62286599999788,True,False
111,710.0,709,67649,0.1,0.0834351517996714,197.6948637079986,True,False
112,760.0,684,68333,0.1,0.08589236728563818,199.7079417920031,True,False
113,990.0,715,69048,0.1,0.08767306118391913,201.80873508300283,True,False
114,690.0,567,69615,0.1,0.09725893796124357,203.47060320799937,True,False
115,590.0,516,70131,0.1,0.08853353900733844,204.99228912500257,True,False
116,800.0,683,70814,0.1,0.08414337550404302,206.99818524999864,True,False
117,600.0,565,71379,0.1,0.09038584193227985,208.6569494170035,True,False
118,280.0,457,71836,0.1,0.09218828298313463,210.0230533330032,True,False
119,350.0,511,72347,0.1,0.08893314828201541,211.7629886670038,True,False
120,810.0,620,72967,0.1,0.09385840764209147,213.76070579200314,True,False
121,570.0,630,73597,0.1,0.09345784274083149,215.68550304199744,True,False
122,480.0,597,74194,0.1,0.10536540745938784,217.51382662499964,True,False
123,350.0,534,74728,0.1,0.09410698607619573,219.16872983299982,True,False
124,360.0,450,75178,0.1,0.09752102814880866,220.5348526250018,True,False
125,450.0,425,75603,0.1,0.10377822062527796,221.83248883300257,True,False
126,810.0,863,76466,0.1,0.09856250482456137,225.04438591699727,True,False
127,700.0,619,77085,0.1,0.10023945503898206,226.90350908300024,True,False
128,1120.0,619,77704,0.1,0.09795496742571554,228.81214695800008,True,False
129,440.0,602,78306,0.1,0.09142193915943304,230.63100683299854,True,False
130,360.0,465,78771,0.1,0.10311880843424849,232.04125479199865,True,False
131,1140.0,1042,79813,0.1,0.09948223200537464,235.122730916999,True,False
132,520.0,604,80417,0.1,0.0998860713994957,236.91873037500045,True,False
133,560.0,468,80885,0.1,0.09053626308679326,238.46467570799723,True,False
134,630.0,787,81672,0.1,0.08720916052476554,240.8573943750016,True,False
135,1330.0,675,82347,0.1,0.10583532030605489,242.94988512500277,True,False
136,470.0,422,82769,0.1,0.10285489037984384,244.22372475000157,True,False
137,570.0,522,83291,0.1,0.09354670964754545,245.82287299999734,True,False
138,1310.0,534,83825,0.1,0.101020006560234,247.4265557500039,True,False
139,840.0,564,84389,0.1,0.10350807890930075,249.1282573330027,True,False
140,230.0,416,84805,0.1,0.10633658802208419,250.41728337499808,True,False
141,390.0,479,85284,0.1,0.10339912607644995,251.8729172500025,True,False
142,1450.0,778,86062,0.1,0.12155415956891075,254.18127658300364,True,False
143,860.0,758,86820,0.1,0.10386251677808009,256.4410645829994,True,False
144,1230.0,765,87585,0.1,0.1106568335297064,258.7255435420011,True,False
145,560.0,692,88277,0.1,0.10820680944991938,260.8143350419996,True,False
146,360.0,337,88614,0.1,0.112180786251667,261.83076333300414,True,False
147,1250.0,785,89399,0.1,0.1048468881980421,264.1604960830009,True,False
148,2590.0,921,90320,0.1,0.11200473401937391,266.8866172920025,True,False
149,960.0,621,90941,0.1,0.10333719302810007,268.7141875829984,True,False
150,910.0,659,91600,0.1,0.09404195699502121,270.683125167001,True,False
151,1170.0,682,92282,0.1,0.1067936211495715,273.3178903750013,True,False
152,770.0,653,92935,0.1,0.11479080455274852,275.27434808300313,True,False
153,870.0,987,93922,0.1,0.10440958887036995,278.28268079199916,True,False
154,610.0,656,94578,0.1,0.10996991791194533,280.28017591700336,True,False
155,480.0,516,95094,0.1,0.10207312907879204,281.8300797920019,True,False
156,510.0,490,95584,0.1,0.12444576905752586,283.3246543749992,True,False
